,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
1121,ID 78582522,unknown,https://ekb.cian.ru/sale/flat/300416030/,Екатеринбург,sale,flat,4,26,1,35.0,4540000,2019,-1,14.0,6.182129839333989,79122514385,,проспект Академика Сахарова,73,Геологическая,,"Екатеринбург,проспект Академика Сахарова,73","(56.784339271659, 60.516162409461)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7108.071107250962,18200.30272991813,8145.405669636309
1122,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300882346/,Екатеринбург,sale,flat,3,16,1,52.0,4750000,2015,-1,18.988345611292623,6.0,79126504516,Октябрьский, Куйбышева,159А,Геологическая,,"Екатеринбург, Куйбышева,159А","(56.828763986392, 60.648394916509)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2742.521422024153,13352.33383291289,2371.7766102352225
1123,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300404715/,Екатеринбург,sale,flat,2,24,1,25.9,4780000,2022,-1,9.457656756393826,6.0,79122410126,Ленинский, Амундсена,7,Чкаловская,Астон. Событие,"Екатеринбург, Амундсена,7","(56.804797610643, 60.589936506278)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1248.1105919464671,14733.858912793648,3661.297851232511
1124,ID 108237450,homeowner,https://ekb.cian.ru/sale/flat/297574840/,Екатеринбург,sale,flat,25,25,1,25.0,4750000,2021,-1,9.129012313121454,4.415807028095706,79126927938,, Рябинина,47,Геологическая,,"Екатеринбург, Рябинина,47","(56.793881298531, 60.508188271436)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6865.647159479141,18947.92713969999,7827.983630322523
1125,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300543451/,Екатеринбург,sale,flat,10,25,1,27.2,4800000,2023,-1,15.0,3.1,79122503086,Железнодорожный,проспект Космонавтов,7А,Уральская,Космос,"Екатеринбург,проспект Космонавтов,7А","(56.864210006518, 60.610735029324)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",915.1802710423,17792.08463233153,3200.4924110766224
1126,Азимут,real_estate_agent,https://ekb.cian.ru/sale/flat/300915605/,Екатеринбург,sale,flat,5,5,1,32.0,4800000,1961,-1,17.0,8.0,79090306551,, Челюскинцев,29,Уральская,,"Екатеринбург, Челюскинцев,29","(56.857612820742, 60.607281765252)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",375.3804197103504,17398.627377284673,2479.0155284009143
1127,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/298422107/,Екатеринбург,sale,flat,9,11,1,28.0,5100000,2019,-1,10.224493790696028,5.0,79120515857,Кировский, Ирбитская,13,Машиностроителей,,"Екатеринбург, Ирбитская,13","(56.862394319317, 60.655040340803)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",3151.1069581145853,15946.379670892322,4004.943185288848
1128,Неагентство,real_estate_agent,https://ekb.cian.ru/sale/flat/300318734/,Екатеринбург,sale,flat,8,18,1,21.0,5100000,2021,-1,7.668370343022021,3.709277903600393,79126008929,Ленинский, Чкалова,18,Чкаловская,,"Екатеринбург, Чкалова,18","(56.711437500413, 60.279633924495)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",22846.2392043046,32387.02257321641,24546.44559462027
1129,Ривьера-Инвест-Екб,developer,https://ekb.cian.ru/sale/flat/301041436/,Екатеринбург,sale,flat,25,25,1,26.4,5174400,2024,Монолитный,9.640237002656256,4.663092221669066,73432261039,Орджоникидзевский,проспект Космонавтов,108/3,Проспект Космонавтов,Veer Park,"Екатеринбург,проспект Космонавтов,108/3","(56.916065261694, 60.611434104269)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",1530.9988129291196,22398.83458187053,8974.628263344797
1130,ID 16404737,homeowner,https://ekb.cian.ru/sale/flat/298572329/,Екатеринбург,sale,flat,17,23,1,27.4,5150000,2018,-1,19.0,4.0,79193911675,Октябрьский,переулок Переходный,6,Ботаническая,,"Екатеринбург,переулок Переходный,6","(56.803538103962, 60.630955361124)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",669.6030105338137,12471.994844318837,3748.928423212241
1131,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300582765/,Екатеринбург,sale,flat,5,12,1,36.5,5200000,2023,-1,13.328357977157324,5.0,79126417696,, Академика Ландау,9,Ботаническая,Брусника в Академическом,"Екатеринбург, Академика Ландау,9","(56.7948392, 60.5174046)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6996.742603829266,18440.061739575536,7315.199993146665
1132,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300385648/,Екатеринбург,sale,flat,7,32,1,30.1,5700000,2023,-1,10.991330824998233,5.0,79122605421,Верх-Исетский, Репина,77,Геологическая,REPIN TOWERS,"Екатеринбург, Репина,77","(56.824968414364, 60.550321186789)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3261.88136119024,17927.48321237105,3914.9211260674674
1133,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300139053/,Екатеринбург,sale,flat,4,8,1,30.4,5700000,2017,-1,11.100878972755687,5.0,79122909940,Орджоникидзевский, Новаторов,8В,Проспект Космонавтов,,"Екатеринбург, Новаторов,8В","(56.907910298886, 60.602809532047)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",868.3686469051138,21925.859860947086,8083.9732363895855
1134,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/296339902/,Екатеринбург,sale,flat,12,19,1,28.27,5840000,2024,-1,10.32308712367774,10.0,79826513667,Кировский, Ботаническая,с2,Динамо,АЛЛЕГРО,"Екатеринбург, Ботаническая,с2","(56.798649, 60.6310438)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",5759.774554800496,12193.321013633238,4270.365169084223
1135,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300910375/,Екатеринбург,sale,flat,19,24,1,26.3,5900000,2022,-1,9.60372095340377,6.4,79122113962,Ленинский, Амундсена,7,Чкаловская,Астон. Событие,"Екатеринбург, Амундсена,7","(56.804797610643, 60.589936506278)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1248.1105919464671,14733.858912793648,3661.297851232511
1136,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/296862344/,Екатеринбург,sale,flat,12,25,1,33.9,5900000,2012,-1,12.378940696592691,7.2,79122920594,Кировский, Библиотечная,45,Геологическая,,"Екатеринбург, Библиотечная,45","(56.832691285216, 60.661965720664)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3626.493726114674,13092.02393415969,3094.870065663228
1137,ID 33163614,homeowner,https://ekb.cian.ru/sale/flat/294478323/,Екатеринбург,sale,flat,2,24,1,28.5,5990000,2022,-1,15.0,7.0,79126316524,Ленинский, Амундсена,5,Чкаловская,Астон. Событие,"Екатеринбург, Амундсена,5","(56.805069393853, 60.590158878169)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1228.2739096444732,14735.338488437394,3628.172525143052
1138,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300138984/,Екатеринбург,sale,flat,34,35,1,34.6,7000000,2023,-1,12.634553041360093,7.6,79126025076,Железнодорожный, Готвальда,24/5,Уральская,Татлин,"Екатеринбург, Готвальда,24/5","(56.854268269419, 60.575314752081)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",1626.77934851847,18562.75169859998,3043.4103404416232
